CITY,TIMEZONE,LATITUDE,LONGITUDE
Dishnice,Europe/Tirane,40.65139,20.81361
Derjan,Europe/Tirane,41.67361,20.05833
Gjerbes,Europe/Tirane,40.62917,20.25111
Corovode,Europe/Tirane,40.50417,20.22722
Clirim,Europe/Tirane,40.4175,20.55028
Cerava,Europe/Tirane,40.85139,20.725
Cepan,Europe/Tirane,40.42056,20.26056
Carshove,Europe/Tirane,40.11806,20.54083
Kokaj,Europe/Tirane,41.87833,20.50472
Buz,Europe/Tirane,40.445,20.00472
Bushtrice,Europe/Tirane,41.87861,20.42194
Burrel,Europe/Tirane,41.61028,20.00889
Bulqize,Europe/Tirane,41.49167,20.22194
Bujan,Europe/Tirane,42.32639,20.07639
Bradashesh,Europe/Tirane,41.105,20.0225
Blinisht,Europe/Tirane,41.86139,20.0
Blerim,Europe/Tirane,42.16056,20.19194
Bilisht,Europe/Tirane,40.6275,20.99
Bicaj,Europe/Tirane,41.99472,20.4125
Dardhas,Europe/Tirane,40.84583,20.65722
Barmash,Europe/Tirane,40.27778,20.61833
Ballaban,Europe/Tirane,40.41667,20.13444
Arren,Europe/Tirane,41.91306,20.28833
Arras,Europe/Tirane,41.73583,20.32417
Bytyc,Europe/Tirane,42.31,20.20278
Librazhd-Qender,Europe/Tirane,41.19694,20.33556
Funare,Europe/Tirane,41.19639,20.05972
Lumas,Europe/Tirane,40.96889,20.00972
Moglice,Europe/Tirane,40.71806,20.43806
Bogove,Europe/Tirane,40.57111,20.15
Piskove,Europe/Tirane,40.27917,20.2725
Lukove,Europe/Tirane,39.99222,19.91389
Ksamil,Europe/Tirane,39.76889,19.99972
Zharrez,Europe/Tirane,40.70917,19.64972
Zejmen,Europe/Tirane,41.70778,19.68917
Zall-Herr,Europe/Tirane,41.38944,19.8275
Zall-Bastar,Europe/Tirane,41.42972,19.93028
Xhafzotaj,Europe/Tirane,41.34444,19.5475
Vukatane,Europe/Tirane,42.02806,19.54778
Vranisht,Europe/Tirane,40.20972,19.69083
Vore,Europe/Tirane,41.39083,19.655
Vlore,Europe/Tirane,40.4686,19.48318
Vlashuk,Europe/Tirane,40.85444,19.9025
Veterrik,Europe/Tirane,40.73583,19.91
Velipoje,Europe/Tirane,41.87833,19.40556
Veleshnje,Europe/Tirane,40.62889,19.93806
Velagosht,Europe/Tirane,40.83694,19.9675
Velabisht,Europe/Tirane,40.70167,19.93222
Vaqarr,Europe/Tirane,41.29917,19.74417
Uznove,Europe/Tirane,40.69722,19.98028
Ura Vajgurore,Europe/Tirane,40.76889,19.87778
Ungrej,Europe/Tirane,41.87528,19.79472
Ullinjas,Europe/Tirane,40.74389,19.97194
Ulez,Europe/Tirane,41.68278,19.89333
Topoje,Europe/Tirane,40.76306,19.43278
Tirana,Europe/Tirane,41.3275,19.81889
Thumane,Europe/Tirane,41.5475,19.67778
Terbuf,Europe/Tirane,41.04,19.61417
Tapi,Europe/Tirane,40.79361,19.88028
Syzes,Europe/Tirane,40.82327,19.81988
Synej,Europe/Tirane,41.18,19.5425
Sukth,Europe/Tirane,41.38056,19.53778
Strum,Europe/Tirane,40.75111,19.7375
Starove,Europe/Tirane,40.71722,19.91778
Sqepur,Europe/Tirane,40.78393,19.81858
Skrevan,Europe/Tirane,40.74833,19.82472
Sinaballaj,Europe/Tirane,41.06889,19.69944
Shkoder,Europe/Tirane,42.06828,19.51258
Shijak,Europe/Tirane,41.34556,19.56722
Sheze,Europe/Tirane,41.02417,19.81611
Shenkoll,Europe/Tirane,41.69083,19.65333
Shengjin,Europe/Tirane,41.81361,19.59389
Shengjergj,Europe/Tirane,41.18333,19.53333
Shales,Europe/Tirane,40.99861,19.94778
Nicaj-Shale,Europe/Tirane,42.29944,19.805
Sevaster,Europe/Tirane,40.39639,19.72972
Selite,Europe/Tirane,41.63528,19.755
Valbone,Europe/Tirane,42.45139,19.89167
Selenice,Europe/Tirane,40.53056,19.63583
Samatice,Europe/Tirane,40.80591,19.7516
Ruzhdie,Europe/Tirane,40.67083,19.69833
Rubik,Europe/Tirane,41.77444,19.78611
Rrogozhine,Europe/Tirane,41.07639,19.66528
Rreshen,Europe/Tirane,41.7675,19.87556
Rerez,Europe/Tirane,40.77709,19.76111
Rrashbull,Europe/Tirane,41.32278,19.51028
Rrasa e Siperme,Europe/Tirane,40.96778,19.82111
Rrape,Europe/Tirane,42.04444,19.97056
Roskovec,Europe/Tirane,40.7375,19.70222
Remas,Europe/Tirane,40.88639,19.51139
Qerret,Europe/Tirane,42.05306,19.83722
Qelez,Europe/Tirane,42.08972,19.895
Puke,Europe/Tirane,42.04444,19.89972
Progonat,Europe/Tirane,40.21333,19.94472
Preze,Europe/Tirane,41.42722,19.67278
Poshnje,Europe/Tirane,40.78028,19.84417
Portez,Europe/Tirane,40.69917,19.57444
Pobrat,Europe/Tirane,40.76713,19.78608
Peza e Madhe,Europe/Tirane,41.2175,19.69611
Petrele,Europe/Tirane,41.25306,19.85306
Perparim,Europe/Tirane,41.05,19.79917
Perondi,Europe/Tirane,40.77889,19.92306
Peqin,Europe/Tirane,41.04611,19.75111
Patos Fshat,Europe/Tirane,40.64278,19.65083
Patos,Europe/Tirane,40.68333,19.61944
Paskuqan,Europe/Tirane,41.35389,19.80667
Pashalli,Europe/Tirane,40.77026,19.86113
Paper,Europe/Tirane,41.05167,19.96083
Pajove,Europe/Tirane,41.05472,19.8375
Otllak,Europe/Tirane,40.74389,19.93528
Orikum,Europe/Tirane,40.32528,19.47139
Novosele,Europe/Tirane,40.625,19.46694
Nikel,Europe/Tirane,41.44417,19.74833
Nicaj-Shosh,Europe/Tirane,42.24444,19.75806
Ngracan,Europe/Tirane,40.64444,19.7925
Ndroq,Europe/Tirane,41.26389,19.65583
Morave,Europe/Tirane,40.75972,19.90417
Milot,Europe/Tirane,41.68389,19.71556
Memaliaj,Europe/Tirane,40.35167,19.98028
Mbrostar-Ure,Europe/Tirane,40.75361,19.57944
Manze,Europe/Tirane,41.42861,19.59306
Mamurras,Europe/Tirane,41.5775,19.69222
Maminas,Europe/Tirane,41.37917,19.6075
Magjate,Europe/Tirane,40.79167,19.92889
Luzi i Vogel,Europe/Tirane,41.1275,19.57389
Lushnje,Europe/Tirane,40.94194,19.705
Luftinje,Europe/Tirane,40.44278,19.95444
Libofshe,Europe/Tirane,40.83444,19.55222
Lezhe,Europe/Tirane,41.78361,19.64361
Levan,Europe/Tirane,40.67611,19.48972
Lekbibaj,Europe/Tirane,42.29472,19.93167
Lekaj,Europe/Tirane,41.11444,19.60972
Lapardha Nje,Europe/Tirane,40.75472,19.94806
Lac,Europe/Tirane,41.63556,19.71306
Kute,Europe/Tirane,40.47333,19.76639
Kutalli,Europe/Tirane,40.78389,19.78667
Kurjan,Europe/Tirane,40.7175,19.74556
Kuman,Europe/Tirane,40.72667,19.68667
Kucove,Europe/Tirane,40.80028,19.91667
Kuc,Europe/Tirane,42.03972,19.52528
Kryevidh,Europe/Tirane,41.10056,19.5275
Krutja e Poshtme,Europe/Tirane,40.87194,19.68083
Kruje,Europe/Tirane,41.50917,19.79278
Krrabe,Europe/Tirane,41.21556,19.97139
Krahes,Europe/Tirane,40.43861,19.84444
Kozare,Europe/Tirane,40.83083,19.90056
Kote,Europe/Tirane,40.38944,19.60222
Koplik,Europe/Tirane,42.21361,19.43639
Konizbalte,Europe/Tirane,40.75133,19.86151
Kombesi,Europe/Tirane,41.58167,19.98556
Kolonje,Europe/Tirane,40.82417,19.60389
Kolc,Europe/Tirane,41.78667,19.67611
Kavaje,Europe/Tirane,41.18556,19.55694
Katundi i Ri,Europe/Tirane,41.40306,19.51806
Kastrat,Europe/Tirane,42.3525,19.48917
Kashar,Europe/Tirane,41.34972,19.71028
Karine,Europe/Tirane,41.06306,19.71611
Karbunara e Vogel,Europe/Tirane,40.92194,19.71778
Kamez,Europe/Tirane,41.38167,19.76028
Kallmeti i Madh,Europe/Tirane,41.84889,19.68694
Kallmet,Europe/Tirane,41.41806,19.82139
Kalenje,Europe/Tirane,40.59,19.77833
Kajan,Europe/Tirane,40.91417,19.88944
Kacinar,Europe/Tirane,41.89333,19.89861
Ishem,Europe/Tirane,41.54528,19.6
Hysgjokaj,Europe/Tirane,40.97167,19.78972
Hot,Europe/Tirane,42.36194,19.44417
Hinge,Europe/Tirane,40.84,19.78167
Himare,Europe/Tirane,40.10167,19.74472
Helmas,Europe/Tirane,41.18028,19.60694
Hekal,Europe/Tirane,40.56194,19.73583
Havaleas,Europe/Tirane,40.82028,19.89694
Hasan,Europe/Tirane,41.48278,19.69972
Hajmel,Europe/Tirane,41.95306,19.63778
Gurra e Vogel,Europe/Tirane,41.53611,19.99083
Guri i Zi,Europe/Tirane,42.045,19.57472
Guri i Bardhe,Europe/Tirane,40.7652,19.84941
Gruemire,Europe/Tirane,42.15917,19.51889
Greshice,Europe/Tirane,40.55194,19.77833
Grekan,Europe/Tirane,40.92944,19.9475
Gradishte,Europe/Tirane,40.88806,19.58583
Gracen,Europe/Tirane,41.15194,19.96361
Grabjan,Europe/Tirane,40.95306,19.58083
Gose e Madhe,Europe/Tirane,41.09056,19.62472
Clirim,Europe/Tirane,40.80951,19.78419
Goraj,Europe/Tirane,40.81194,19.9475
Golem,Europe/Tirane,40.96778,19.68528
Gjocaj,Europe/Tirane,41.02556,19.72389
Gjoroven,Europe/Tirane,40.6675,19.925
Gjepalaj,Europe/Tirane,41.33306,19.57806
Germenj i Madh,Europe/Tirane,40.99108,19.57281
Gege,Europe/Tirane,40.83694,19.92611
Gajde,Europe/Tirane,40.84694,19.81889
Fushekuqe,Europe/Tirane,41.65028,19.62
Fushe-Kruje,Europe/Tirane,41.47833,19.71778
Fratar,Europe/Tirane,40.5,19.81667
Frakulla e Madhe,Europe/Tirane,40.65583,19.5025
Fier-Shegan,Europe/Tirane,40.86722,19.78528
Fier-Cifci,Europe/Tirane,40.71667,19.56667
Fier,Europe/Tirane,40.72389,19.55611
Farka e Madhe,Europe/Tirane,41.30556,19.86694
Dushnik,Europe/Tirane,40.73194,19.95278
Durres,Europe/Tirane,41.32355,19.45469
Duhanas,Europe/Tirane,40.72111,19.99333
Drobonik,Europe/Tirane,40.67861,19.95722
Drize,Europe/Tirane,40.83972,19.94778
Drenovice,Europe/Tirane,40.79183,19.7685
Drenove,Europe/Tirane,40.60056,19.70083
Donofrose,Europe/Tirane,40.74306,19.78944
Divjake,Europe/Tirane,40.99667,19.52944
Dhermi,Europe/Tirane,40.15139,19.63889
Dermenas,Europe/Tirane,40.74556,19.49389
Vau i Dejes,Europe/Tirane,42.01,19.62472
Dajt,Europe/Tirane,41.39361,19.91583
Dajc,Europe/Tirane,41.99167,19.41056
Dajc,Europe/Tirane,41.91556,19.60444
Cukalat,Europe/Tirane,40.73028,19.79056
Cudhi Zall,Europe/Tirane,41.50944,19.84583
Cerrik,Europe/Tirane,41.03167,19.97583
Cakran,Europe/Tirane,40.60333,19.62611
Bushat,Europe/Tirane,42.11944,19.89972
Bubullime,Europe/Tirane,40.81806,19.64083
Bubq,Europe/Tirane,41.47417,19.65167
Brataj,Europe/Tirane,40.26778,19.66917
Bistrovice,Europe/Tirane,40.71889,19.82917
Bilce,Europe/Tirane,40.68333,19.97583
Berzhite,Europe/Tirane,41.24528,19.90111
Berxull,Europe/Tirane,41.38,19.6875
Berdica e Madhe,Europe/Tirane,42.01528,19.48167
Berat,Europe/Tirane,40.70583,19.95222
Belsh,Europe/Tirane,40.975,19.88194
Baz,Europe/Tirane,41.63194,19.92917
Banaj,Europe/Tirane,40.82492,19.84074
Ballsh,Europe/Tirane,40.59889,19.73472
Ballagat,Europe/Tirane,40.99528,19.76528
Baldushk,Europe/Tirane,41.21389,19.79694
Armen,Europe/Tirane,40.53639,19.59611
Aranitas,Europe/Tirane,40.59444,19.80667
Allkaj,Europe/Tirane,40.8575,19.75528
Allambres,Europe/Tirane,40.7025,19.8025
Golem,Europe/Tirane,41.24583,19.53472
Balldreni i Ri,Europe/Tirane,41.81917,19.64028
Grude-Fushe,Europe/Tirane,42.16222,19.49667
Koder-Vore,Europe/Tirane,41.38306,19.66028
Fierze,Europe/Tirane,40.92056,19.84694
Lapardha Dy,Europe/Tirane,40.7625,19.96139
Rreth Tapi,Europe/Tirane,40.8,19.87556
Dushk,Europe/Tirane,40.72667,19.75722
Ciflik,Europe/Tirane,40.77902,19.86355
Gorican,Europe/Tirane,40.81722,19.98167
Selite,Europe/Tirane,40.5475,19.84806
Vllahine,Europe/Tirane,40.45694,19.64361
Bajram Curri,Europe/Tirane,42.35734,20.07679
Zarrit'ap',Asia/Yerevan,39.63892,45.51111
Zangakatun,Asia/Yerevan,39.82233,45.04169
Goravan,Asia/Yerevan,39.90832,44.73328
Yeghegnavan,Asia/Yerevan,39.83893,44.61951
Yeghegnadzor,Asia/Yerevan,39.76389,45.33239
Vostan,Asia/Yerevan,39.96515,44.55937
Vosketap',Asia/Yerevan,39.88114,44.64917
Vernashen,Asia/Yerevan,39.79236,45.36389
Verishen,Asia/Yerevan,39.53543,46.32063
Vedi,Asia/Yerevan,39.91388,44.7251
Vayk',Asia/Yerevan,39.6889,45.46668
Tegh,Asia/Yerevan,39.55826,46.48054
Tat'ev,Asia/Yerevan,39.38611,46.24451
Surenavan,Asia/Yerevan,39.79449,44.77508
Sisavan,Asia/Yerevan,39.90802,44.66721
Shinuhayr,Asia/Yerevan,39.4367,46.31787
Lusarrat,Asia/Yerevan,39.87403,44.58678
Shahumyan,Asia/Yerevan,39.94171,44.57233
Shatin,Asia/Yerevan,39.83612,45.30292
Shaghat,Asia/Yerevan,39.55698,45.90727
Rrind,Asia/Yerevan,39.76111,45.17792
Noyakert,Asia/Yerevan,39.83069,44.66949
Mrgavan,Asia/Yerevan,39.97251,44.53565
Meghri,Asia/Yerevan,38.90292,46.24458
Malishka,Asia/Yerevan,39.74731,45.4057
Khndzoresk,Asia/Yerevan,39.50568,46.4361
Kapan,Asia/Yerevan,39.20755,46.40576
Jermuk,Asia/Yerevan,39.84168,45.66949
Goris,Asia/Yerevan,39.51111,46.34168
Gorayk',Asia/Yerevan,39.68183,45.76149
Gladzor,Asia/Yerevan,39.7807,45.34729
Getap',Asia/Yerevan,39.76392,45.30829
Dzorastan,Asia/Yerevan,39.27059,46.3572
Dalar,Asia/Yerevan,39.97653,44.52649
Burastan,Asia/Yerevan,39.99157,44.49681
Akner,Asia/Yerevan,39.53491,46.30732
Brrnakot',Asia/Yerevan,39.49742,45.97241
Berk'anush,Asia/Yerevan,39.9779,44.51672
Aygezard,Asia/Yerevan,39.95436,44.60229
Aygepat,Asia/Yerevan,39.95845,44.59981
Aygavan,Asia/Yerevan,39.87327,44.66984
Avshar,Asia/Yerevan,39.85553,44.65832
Hats'avan,Asia/Yerevan,39.46405,45.97047
Artashat,Asia/Yerevan,39.96144,44.54447
Yeghegis,Asia/Yerevan,39.87231,45.3501
Armash,Asia/Yerevan,39.76672,44.8111
Areni,Asia/Yerevan,39.71668,45.18329
Ararat,Asia/Yerevan,39.83069,44.70569
Angeghakot',Asia/Yerevan,39.56952,45.94452
Aghavnadzor,Asia/Yerevan,39.78607,45.2279
Agarakadzor,Asia/Yerevan,39.73608,45.35553
Agarak,Asia/Yerevan,39.20684,46.5446
Aralez,Asia/Yerevan,39.90008,44.6557
Horrom,Asia/Yerevan,40.65973,43.89032
Margara,Asia/Yerevan,40.03332,44.18048
Zovuni,Asia/Yerevan,40.51111,44.4389
Zovaber,Asia/Yerevan,40.56671,44.79028
Zorak,Asia/Yerevan,40.09168,44.39447
Zarr,Asia/Yerevan,40.25848,44.73328
Yerevan,Asia/Yerevan,40.18111,44.51361
Yerazgavors,Asia/Yerevan,40.69505,43.74722
Yeraskhahun,Asia/Yerevan,40.07233,44.21948
Yeranos,Asia/Yerevan,40.20428,45.19209
Yeghegnut,Asia/Yerevan,40.90302,44.63155
Yeghegnut,Asia/Yerevan,40.08893,44.16669
Vagharshapat,Asia/Yerevan,40.16557,44.29462
Yeghvard,Asia/Yerevan,40.32507,44.48608
Voskevaz,Asia/Yerevan,40.27508,44.30011
Voskevan,Asia/Yerevan,41.12081,45.06381
Voskehask,Asia/Yerevan,40.76426,43.77474
Verin Getashen,Asia/Yerevan,40.13068,45.25293
Verin Dvin,Asia/Yerevan,40.02434,44.59038
Verin Artashat,Asia/Yerevan,39.99731,44.58893
Akht'ala,Asia/Yerevan,41.16838,44.75811
Varser,Asia/Yerevan,40.55548,44.90832
Vardenis,Asia/Yerevan,40.18329,45.73053
Vardenik,Asia/Yerevan,40.13348,45.44311
Vahan,Asia/Yerevan,40.57549,45.39769
Vaghashen,Asia/Yerevan,40.13611,45.33069
Vahagni,Asia/Yerevan,40.90698,44.60873
Ushi,Asia/Yerevan,40.34729,44.37512
Urrut,Asia/Yerevan,41.06778,44.39628
Tsovinar,Asia/Yerevan,40.15959,45.46786
Tsovazard,Asia/Yerevan,40.4751,45.05011
Tsovak,Asia/Yerevan,40.18254,45.63286
Tsovagyugh,Asia/Yerevan,40.63348,44.96112
Tsaghkunk',Asia/Yerevan,40.18048,44.27228
Tsaghkahovit,Asia/Yerevan,40.63428,44.22241
Tsaghkaber,Asia/Yerevan,40.79849,44.10144
Tsaghkadzor,Asia/Yerevan,40.53259,44.72025
Tsovasar,Asia/Yerevan,40.1382,45.19096
Tashir,Asia/Yerevan,41.12072,44.28462
Tandzut,Asia/Yerevan,40.06952,44.07788
T'alin,Asia/Yerevan,40.39172,43.87793
Stepanavan,Asia/Yerevan,41.00995,44.38531
Spitak,Asia/Yerevan,40.83221,44.26731
Spandaryan,Asia/Yerevan,40.66105,44.01551
Alashkert,Asia/Yerevan,40.10712,44.05108
Solak,Asia/Yerevan,40.46252,44.70709
Sis,Asia/Yerevan,40.05829,44.38892
Shnogh,Asia/Yerevan,41.14693,44.84043
Shirak,Asia/Yerevan,40.84042,43.91582
Shenavan,Asia/Yerevan,40.48328,44.38348
Shenavan,Asia/Yerevan,40.05548,43.93048
Sevan,Asia/Yerevan,40.5473,44.94171
Sarukhan,Asia/Yerevan,40.29169,45.13068
Sarigyugh,Asia/Yerevan,41.03531,45.14486
Saratak,Asia/Yerevan,40.6709,43.87231
Saramej,Asia/Yerevan,40.77487,44.2222
Sarahart',Asia/Yerevan,40.87043,44.21407
Geghakert,Asia/Yerevan,40.18516,44.24331
Rranch'par,Asia/Yerevan,40.02789,44.36951
Ptghni,Asia/Yerevan,40.25568,44.58612
Ptghunk',Asia/Yerevan,40.16388,44.36389
P'shatavan,Asia/Yerevan,40.03888,44.06671
Prroshyan,Asia/Yerevan,40.24731,44.41949
P'ok'r Mant'ash,Asia/Yerevan,40.64026,44.04666
Zoravan,Asia/Yerevan,40.35553,44.52228
Pemzashen,Asia/Yerevan,40.58612,43.94311
Parravak'ar,Asia/Yerevan,40.98248,45.36696
Oshakan,Asia/Yerevan,40.26392,44.31671
Sardarapat,Asia/Yerevan,40.13206,44.00969
Odzun,Asia/Yerevan,41.05321,44.61341
Noyemberyan,Asia/Yerevan,41.17244,44.99917
Nor Gyugh,Asia/Yerevan,40.26672,44.65832
Nor Geghi,Asia/Yerevan,40.32233,44.58331
Norashen,Asia/Yerevan,41.18886,44.33336
Norashen,Asia/Yerevan,40.0013,44.59296
Nor Armavir,Asia/Yerevan,40.08612,43.99451
Noramarg,Asia/Yerevan,40.02228,44.42511
Norakert,Asia/Yerevan,40.19733,44.3501
Noratus,Asia/Yerevan,40.37793,45.18048
Nerkin Getashen,Asia/Yerevan,40.14172,45.27087
Navur,Asia/Yerevan,40.86695,45.34179
Nalbandyan,Asia/Yerevan,40.0639,43.98889
Basen,Asia/Yerevan,40.75767,43.99274
Hovtamej,Asia/Yerevan,40.18329,44.25848
Mrgashen,Asia/Yerevan,40.28607,44.54449
Mrgashat,Asia/Yerevan,40.13068,44.08069
Mrganush,Asia/Yerevan,40.02857,44.55831
Mosesgegh,Asia/Yerevan,40.90534,45.48838
Mets Parni,Asia/Yerevan,40.83472,44.11108
Mets Masrik,Asia/Yerevan,40.21948,45.76391
Mets Mant'ash,Asia/Yerevan,40.64376,44.05653
Metsavan,Asia/Yerevan,41.20156,44.22877
Metsamor,Asia/Yerevan,40.07233,44.29169
Merdzavan,Asia/Yerevan,40.1814,44.40033
Meghrashen,Asia/Yerevan,40.6723,43.95831
Meghradzor,Asia/Yerevan,40.60611,44.65147
Mayakovski,Asia/Yerevan,40.25293,44.63892
Masis,Asia/Yerevan,40.06572,44.41913
Martuni,Asia/Yerevan,40.13892,45.30548
Marmarashen,Asia/Yerevan,40.05829,44.47229
Marmashen,Asia/Yerevan,40.83486,43.7779
Margahovit,Asia/Yerevan,40.73381,44.68474
Maralik,Asia/Yerevan,40.57507,43.87231
Mayisyan,Asia/Yerevan,40.84715,43.83938
Madina,Asia/Yerevan,40.07637,45.25507
Lukashin,Asia/Yerevan,40.18726,44.0039
Lorut,Asia/Yerevan,40.93717,44.77142
Lichk',Asia/Yerevan,40.15933,45.23467
Lerrnavan,Asia/Yerevan,40.7882,44.16024
Lerrnapat,Asia/Yerevan,40.81538,44.39344
Lerrnants'k',Asia/Yerevan,40.79532,44.27435
Lerrnanist,Asia/Yerevan,40.46676,44.79249
Lerrnakert,Asia/Yerevan,40.5625,43.9389
Khoronk',Asia/Yerevan,40.13611,44.24731
Lchashen,Asia/Yerevan,40.51947,44.93048
Lchap,Asia/Yerevan,40.45569,45.07507
Lanjaghbyur,Asia/Yerevan,40.26947,45.14447
Kotayk',Asia/Yerevan,40.27789,44.66388
Kosh,Asia/Yerevan,40.30011,44.16107
Vanadzor,Asia/Yerevan,40.80456,44.4939
Hnaberd,Asia/Yerevan,40.63721,44.14058
Khasht'arrak,Asia/Yerevan,40.93668,45.1821
Kasakh,Asia/Yerevan,40.53697,44.41046
Karchaghbyur,Asia/Yerevan,40.17048,45.57785
Karbi,Asia/Yerevan,40.33069,44.37793
Karanlukh,Asia/Yerevan,40.10444,45.28972
Kaputan,Asia/Yerevan,40.32507,44.70007
K'anak'erravan,Asia/Yerevan,40.24739,44.53511
Kamo,Asia/Yerevan,40.82572,43.95071
Gavar,Asia/Yerevan,40.35398,45.12386
Mayisyan,Asia/Yerevan,40.15701,44.09192
Shahumyan,Asia/Yerevan,40.77482,44.54596
Ijevan,Asia/Yerevan,40.87877,45.14851
Hrazdan,Asia/Yerevan,40.49748,44.7662
Armavir,Asia/Yerevan,40.15446,44.03815
Hayanist,Asia/Yerevan,40.12231,44.37793
Haghartsin,Asia/Yerevan,40.77614,44.96847
Gyumri,Asia/Yerevan,40.7942,43.84528
Gyulagarak,Asia/Yerevan,40.96715,44.47144
Ghukasavan,Asia/Yerevan,40.12793,44.41669
Geghamasar,Asia/Yerevan,40.31091,45.67924
Gugark,Asia/Yerevan,40.8046,44.54025
Tsiatsan,Asia/Yerevan,40.1861,44.26947
Gosh,Asia/Yerevan,40.73053,45.00012
Goght',Asia/Yerevan,40.1347,44.78332
Gogaran,Asia/Yerevan,40.89255,44.19915
Getazat,Asia/Yerevan,40.03844,44.56369
Getashen,Asia/Yerevan,40.04449,43.94171
Geghanist,Asia/Yerevan,40.14587,44.43048
Geghamavan,Asia/Yerevan,40.5625,44.88892
Garrni,Asia/Yerevan,40.11931,44.73442
Gagarin,Asia/Yerevan,40.54026,44.86962
Fantan,Asia/Yerevan,40.39447,44.6861
Fioletovo,Asia/Yerevan,40.72241,44.71769
Dzoraghbyur,Asia/Yerevan,40.20412,44.6415
Dzoragyugh,Asia/Yerevan,40.16957,45.18337
Dzit'hank'ov,Asia/Yerevan,40.50848,43.82092
Jrashen,Asia/Yerevan,40.79028,44.18664
Jrashen,Asia/Yerevan,40.05275,44.51259
Jrahovit,Asia/Yerevan,40.0473,44.4751
Janfida,Asia/Yerevan,40.04449,44.02789
Dvin,Asia/Yerevan,40.01984,44.58376
Dsegh,Asia/Yerevan,40.9617,44.65003
Drakhtik,Asia/Yerevan,40.56497,45.2367
Doghs,Asia/Yerevan,40.22229,44.27228
Dilijan,Asia/Yerevan,40.7417,44.8501
Ddmashen,Asia/Yerevan,40.57028,44.82295
Darpas,Asia/Yerevan,40.83674,44.42494
Dalarik,Asia/Yerevan,40.2279,43.87793
Chochkan,Asia/Yerevan,41.18118,44.83217
Ch'arents'avan,Asia/Yerevan,40.40289,44.64447
Chambarak,Asia/Yerevan,40.59655,45.35498
Bjni,Asia/Yerevan,40.45831,44.65008
Byureghavan,Asia/Yerevan,40.31417,44.59333
Byurakan,Asia/Yerevan,40.33894,44.27275
Buzhakan,Asia/Yerevan,40.45569,44.51947
Berdavan,Asia/Yerevan,41.20503,44.99967
Berd,Asia/Yerevan,40.88135,45.38901
Bazum,Asia/Yerevan,40.86763,44.43978
Byuravan,Asia/Yerevan,40.01604,44.51889
Bambakashat,Asia/Yerevan,40.10828,44.01947
Balahovit,Asia/Yerevan,40.25153,44.60828
Bagratashen,Asia/Yerevan,41.24358,44.81737
Azatan,Asia/Yerevan,40.71959,43.82727
Haykavan,Asia/Yerevan,40.80312,43.75173
Aygut,Asia/Yerevan,40.68298,45.17634
Aygestan,Asia/Yerevan,40.00293,44.55829
Aygeshat,Asia/Yerevan,40.23608,44.28888
Aygeshat,Asia/Yerevan,40.07507,44.0611
Aknalich,Asia/Yerevan,40.14728,44.16669
Aygehovit,Asia/Yerevan,40.97951,45.25033
Artimet,Asia/Yerevan,40.15008,44.26672
Astghadzor,Asia/Yerevan,40.12231,45.35553
Ashtarak,Asia/Yerevan,40.2991,44.36204
Ashnak,Asia/Yerevan,40.33069,43.91669
Arzni,Asia/Yerevan,40.2973,44.59869
Arzakan,Asia/Yerevan,40.45007,44.60828
Arteni,Asia/Yerevan,40.2973,43.76672
Arshaluys,Asia/Yerevan,40.16949,44.21393
Argel,Asia/Yerevan,40.37793,44.6001
Argavand,Asia/Yerevan,40.15289,44.4389
Argavand,Asia/Yerevan,40.0611,44.09448
Arevshat,Asia/Yerevan,40.65345,44.04419
Arevshat,Asia/Yerevan,40.03963,44.54179
Arevik,Asia/Yerevan,40.7417,43.9043
Arevik,Asia/Yerevan,40.1001,44.09448
Arevashogh,Asia/Yerevan,40.86039,44.27438
Arevashat,Asia/Yerevan,40.14447,44.37512
Archis,Asia/Yerevan,41.16351,44.87631
Arbat',Asia/Yerevan,40.13892,44.40289
Arazap',Asia/Yerevan,40.04169,44.14728
Arrap'i,Asia/Yerevan,40.78276,43.80583
Aramus,Asia/Yerevan,40.25095,44.66351
Arak's,Asia/Yerevan,40.05548,44.30292
Aragyugh,Asia/Yerevan,40.40289,44.54449
Aragats,Asia/Yerevan,40.48889,44.3529
Aparan,Asia/Yerevan,40.59323,44.3589
Apaga,Asia/Yerevan,40.09729,44.25293
Anushavan,Asia/Yerevan,40.65008,43.98053
Amasia,Asia/Yerevan,40.95442,43.7872
Alaverdi,Asia/Yerevan,41.09766,44.67316
Akunk',Asia/Yerevan,40.26672,44.6861
Akunk',Asia/Yerevan,40.14954,45.66335
Akhuryan,Asia/Yerevan,40.78003,43.90027
Aghavnatun,Asia/Yerevan,40.2333,44.25295
Aghavnadzor,Asia/Yerevan,40.58195,44.69581
Agarak,Asia/Yerevan,41.01072,44.46845
Agarakavan,Asia/Yerevan,40.33069,44.07233
Abovyan,Asia/Yerevan,40.27368,44.63348
Abovyan,Asia/Yerevan,40.04851,44.54742
Vardablur,Asia/Yerevan,40.97083,44.50889
Bardzrashen,Asia/Yerevan,40.08533,44.57957
Nshavan,Asia/Yerevan,40.02787,44.52565
Norabats',Asia/Yerevan,40.10553,44.43329
Azatamut,Asia/Yerevan,40.98204,45.18551
Artsvaberd,Asia/Yerevan,40.83947,45.47033
Nor Yerznka,Asia/Yerevan,40.30011,44.38892
Sasunik,Asia/Yerevan,40.25012,44.34448
